SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION
2020,27,T090,23,0,23,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,28,T090,40,0,40,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,29,T090,24,0,24,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,30,T090,2,0,2,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,31,T090,18,0,18,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,32,T090,3,0,3,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,33,T090,2,0,2,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,34,T090,7,0,7,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,35,T090,5,0,5,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,36,T090,1,0,1,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2020,38,T090,4,0,4,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,23,T090,87,0,87,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,24,T090,7,0,7,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,26,T090,3,0,3,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,27,T090,20,0,20,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,28,T090,14,0,14,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,29,T090,13,0,13,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,31,T090,24,0,24,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,32,T090,85,2,83,23.529411764705884,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,33,T090,16,0,16,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,34,T090,9,1,8,111.11111111111111,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,35,T090,2,0,2,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,36,T090,2,0,2,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,37,T090,9,0,9,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,38,T090,3,0,3,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2021,39,T090,2,0,2,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,25,T090,1,0,1,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,29,T090,2,0,2,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,30,T090,5,0,5,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,31,T090,18,1,17,55.55555555555556,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,32,T090,3,1,2,333.3333333333333,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,33,T090,1,0,1,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,34,T090,4,0,4,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,35,T090,45,1,44,22.22222222222222,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,36,T090,6,0,6,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,37,T090,14,1,13,71.42857142857143,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2022,40,T090,5,0,5,0.0,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2017,23,T135,19,0,19,0.0,,,
2017,25,T135,1,0,1,0.0,,,
2017,26,T135,2,0,2,0.0,,,
2017,28,T135,14,0,14,0.0,,,
2017,29,T135,12,0,12,0.0,,,
2017,30,T135,19,1,18,52.63157894736842,,,
2017,31,T135,36,0,36,0.0,,,
2017,32,T135,33,2,31,60.60606060606061,,,
2017,33,T135,54,1,53,18.51851851851852,,,
2017,35,T135,28,1,27,35.714285714285715,,,
2017,36,T135,2,0,2,0.0,,,
2017,37,T135,11,0,11,0.0,,,
2017,38,T135,5,0,5,0.0,,,
2017,39,T135,43,0,43,0.0,,,
2018,23,T135,65,1,64,15.384615384615383,,,
2018,24,T135,7,0,7,0.0,,,
2018,25,T135,4,0,4,0.0,,,
2018,26,T135,4,0,4,0.0,,,
2018,27,T135,2,0,2,0.0,,,
2018,28,T135,7,0,7,0.0,,,
2018,29,T135,15,1,14,66.66666666666667,,,
2018,30,T135,8,0,8,0.0,,,
2018,31,T135,23,0,23,0.0,,,
2018,32,T135,47,1,46,21.27659574468085,,,
2018,33,T135,11,0,11,0.0,,,
2018,34,T135,3,0,3,0.0,,,
2018,36,T135,2,0,2,0.0,,,
2018,37,T135,11,0,11,0.0,,,
2018,38,T135,7,0,7,0.0,,,
2018,39,T135,2,0,2,0.0,,,
2019,23,T135,26,0,26,0.0,,,
2019,24,T135,15,0,15,0.0,,,
2019,25,T135,56,0,56,0.0,,,
2019,26,T135,4,0,4,0.0,,,
2019,27,T135,2,0,2,0.0,,,
2019,28,T135,6,0,6,0.0,,,
2019,30,T135,8,0,8,0.0,,,
2019,31,T135,1,0,1,0.0,,,
2019,32,T135,5,0,5,0.0,,,
2019,33,T135,2,0,2,0.0,,,
2019,34,T135,6,0,6,0.0,,,
2019,35,T135,30,0,30,0.0,,,
2019,36,T135,7,0,7,0.0,,,
2019,37,T135,294,0,294,0.0,,,
2019,38,T135,16,1,15,62.5,,,
2019,39,T135,2,0,2,0.0,,,
2020,24,T135,29,0,29,0.0,,,
2020,25,T135,20,0,20,0.0,,,
2020,26,T135,25,0,25,0.0,,,
2020,27,T135,4,0,4,0.0,,,
2020,28,T135,1,0,1,0.0,,,
2020,29,T135,4,0,4,0.0,,,
2020,30,T135,8,0,8,0.0,,,
2020,31,T135,4,0,4,0.0,,,
2020,32,T135,3,0,3,0.0,,,
2020,33,T135,3,0,3,0.0,,,
2020,34,T135,13,0,13,0.0,,,
2020,35,T135,23,0,23,0.0,,,
2020,36,T135,10,1,9,100.0,,,
2020,38,T135,1,0,1,0.0,,,
2021,24,T135,2,0,2,0.0,,,
2021,27,T135,1,0,1,0.0,,,
2021,28,T135,2,0,2,0.0,,,
2021,29,T135,7,0,7,0.0,,,
2021,32,T135,8,1,7,125.0,,,
2021,33,T135,31,0,31,0.0,,,
2021,34,T135,1,0,1,0.0,,,
2021,37,T135,1,0,1,0.0,,,
2021,38,T135,10,0,10,0.0,,,
2022,23,T135,7,0,7,0.0,,,
2022,26,T135,1,0,1,0.0,,,
2022,29,T135,1,0,1,0.0,,,
2022,30,T135,1,0,1,0.0,,,
2022,32,T135,2,0,2,0.0,,,
2017,23,T147,20,0,20,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,24,T147,28,0,28,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,26,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,27,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,29,T147,4,0,4,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,30,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,31,T147,6,1,5,166.66666666666666,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,34,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,35,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,39,T147,15,0,15,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,23,T147,13,0,13,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,24,T147,7,0,7,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,25,T147,14,0,14,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,26,T147,5,0,5,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,27,T147,4,0,4,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,28,T147,12,1,11,83.33333333333333,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,29,T147,9,0,9,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,30,T147,6,1,5,166.66666666666666,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,31,T147,14,0,14,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,32,T147,20,1,19,50.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,33,T147,22,1,21,45.45454545454545,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,34,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,35,T147,4,0,4,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,36,T147,4,0,4,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2018,38,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,23,T147,10,0,10,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,24,T147,26,0,26,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,25,T147,26,0,26,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,26,T147,12,0,12,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,27,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,28,T147,9,0,9,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,29,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,32,T147,7,0,7,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,33,T147,21,1,20,47.61904761904762,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,34,T147,21,1,20,47.61904761904762,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,35,T147,11,1,10,90.9090909090909,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,37,T147,18,0,18,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2019,39,T147,9,0,9,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,24,T147,6,0,6,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,25,T147,7,0,7,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,26,T147,2,0,2,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,27,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,28,T147,14,0,14,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,30,T147,26,0,26,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,31,T147,16,0,16,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,32,T147,9,0,9,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,33,T147,23,1,22,43.47826086956522,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,34,T147,29,1,28,34.48275862068966,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,35,T147,33,0,33,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,36,T147,6,0,6,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,38,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2020,39,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,24,T147,4,0,4,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,27,T147,2,0,2,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,30,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,31,T147,7,0,7,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,32,T147,7,1,6,142.85714285714286,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,34,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2021,39,T147,6,0,6,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,23,T147,6,0,6,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,24,T147,2,0,2,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,25,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,26,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,27,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,28,T147,8,0,8,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,29,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,30,T147,7,0,7,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,32,T147,2,0,2,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,34,T147,1,0,1,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,36,T147,14,0,14,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,37,T147,3,0,3,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2022,38,T147,5,0,5,0.0,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2017,24,T151,1,0,1,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,27,T151,1,0,1,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,28,T151,3,0,3,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,29,T151,50,1,49,20.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,30,T151,2,0,2,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,31,T151,24,0,24,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,32,T151,10,0,10,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,33,T151,8,0,8,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,37,T151,3,0,3,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,38,T151,4,0,4,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2017,39,T151,6,0,6,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,23,T151,39,0,39,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,24,T151,45,0,45,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,25,T151,54,0,54,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,26,T151,32,0,32,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,27,T151,9,0,9,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,28,T151,23,0,23,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,29,T151,26,0,26,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,30,T151,2,0,2,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,31,T151,4,0,4,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,32,T151,10,0,10,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,33,T151,3,1,2,333.3333333333333,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,34,T151,1,0,1,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,35,T151,1,0,1,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,36,T151,4,0,4,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,38,T151,3,0,3,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2018,39,T151,3,0,3,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,23,T151,22,0,22,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,24,T151,35,0,35,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,25,T151,35,0,35,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,26,T151,74,0,74,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,27,T151,8,0,8,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,28,T151,19,0,19,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,29,T151,16,0,16,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,30,T151,19,0,19,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,31,T151,9,0,9,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,32,T151,74,0,74,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,33,T151,353,3,350,8.498583569405099,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,34,T151,128,1,127,7.8125,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,35,T151,129,2,127,15.503875968992247,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,36,T151,32,0,32,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,37,T151,43,2,41,46.51162790697674,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,38,T151,53,0,53,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2019,39,T151,18,0,18,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,24,T151,11,0,11,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,25,T151,20,0,20,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,26,T151,24,0,24,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,27,T151,32,0,32,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,28,T151,54,0,54,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,29,T151,67,0,67,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,30,T151,59,0,59,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,31,T151,108,2,106,18.51851851851852,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,32,T151,29,0,29,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,33,T151,42,0,42,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,34,T151,15,0,15,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,35,T151,69,0,69,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,36,T151,20,0,20,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,37,T151,1,0,1,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,38,T151,13,1,12,76.92307692307692,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2020,39,T151,6,0,6,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,23,T151,28,0,28,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,24,T151,15,0,15,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,25,T151,5,0,5,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,26,T151,5,0,5,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,27,T151,25,0,25,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,28,T151,155,0,155,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,29,T151,142,1,141,7.042253521126761,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,30,T151,13,0,13,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,31,T151,93,2,91,21.50537634408602,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,32,T151,9,0,9,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,33,T151,7,1,6,142.85714285714286,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,37,T151,19,0,19,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,38,T151,13,0,13,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2021,39,T151,6,0,6,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2022,23,T151,1,0,1,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2022,24,T151,31,0,31,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2022,25,T151,4,0,4,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2022,26,T151,3,0,3,0.0,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
